checkpoint,dataset,samples,normalized_wer,normalized_cer,raw_wer,raw_cer,prediction_sha256
step-050,mediaspeech_clean,493,0.14038501633192021,0.08170344179385042,0.4254638960316909,0.13881676454528233,ee760a532bd70f7fe352232e53c68ec94e23f429bbb90e3a42b63582c412edfb
step-050,mediaspeech_phone,493,0.1607477934533324,0.0981627355323815,0.4435332545694628,0.15461849627244056,2c5de6518cfb46c5619b2fdd6e1c220f7b2ffb6832868133b9240b05881aff2b
step-050,mediaspeech_g711,493,0.14858572520675517,0.08884214295305017,0.42984224060045867,0.14513522850106422,98b7de1655684c5ab1e6deec4ab32a1a824772afe2893837f83e0c68490b96bf
step-050,cv_scripted,9650,0.22514091437774,0.10087819461457014,0.25050121724187313,0.12401732758793009,e9c473eca03980d5ec40747666947a507a4a89259cfb1d9a8c6402bd79378008
step-050,fleurs,743,0.07020112506742698,0.021243893720957942,0.2771468574984443,0.061120784620304895,33ee583bf9e8e26a895df2fa2aa3db04436201ae629d4c97d757670a56db8133
step-050,cv_spontaneous,11,0.2111801242236025,0.15711252653927812,0.36645962732919257,0.18181818181818182,85b13713f532c28748a253bee0c292c1ecfe13990630daa6e62e83cbe71e8c5a
step-050,tsc_exploratory,3484,0.16549596872709504,0.07178467802696334,0.39103347178108966,0.12588234665469722,9613dd3cba0c717e6e4a127afe24e2e4a94d06f272b68de51b0ee284e9919274
step-100,mediaspeech_clean,493,0.14246994231704774,0.08334825224902655,0.4262283688929043,0.14019858029575313,19fbba575bd1c3d756bfede89b9936126bbff2917043bb6f831b2834a685fe44
step-100,mediaspeech_phone,493,0.15796789213982904,0.09524235778543616,0.4421433039127111,0.1524231922172571,b5f5669fe578ea232e427aff35e71cbd8c22a26f8c39a2dcc876afd42e2ae02f
step-100,mediaspeech_g711,493,0.14865522273959275,0.08862954840442197,0.4294252554034332,0.14584842372711368,9331d18c1fc3178cd76fff45185b2852d7fe6c7b99ff8668f8c908af39070c15
step-100,cv_scripted,9650,0.2224031493245057,0.10152475464826244,0.2551016754976371,0.12434571793268283,18f3590ff401cd790d82c63b3a606c0dfd01df11e398cc98192425ef290afb35
step-100,fleurs,743,0.07020112506742698,0.02110091743119266,0.275980087118855,0.0607298958814541,7ab0bc95e97fb9be1f184bbb9be570d6f2253f7f49b688029857ced667b0bbb7
step-100,cv_spontaneous,11,0.2111801242236025,0.15711252653927812,0.36645962732919257,0.18181818181818182,f1216f10fe79c0c230e8de76a9d5c8dac7a48b1ddf0a40904bb3d73594feed63
step-100,tsc_exploratory,3484,0.16479354996335208,0.07144803706256712,0.3883764964573662,0.1253586829323031,6dc8c62830476a6cb1b958680a3c60f8acfca8238dbe2c24ccdeec08605ebacb
step-150,mediaspeech_clean,493,0.14962818819931892,0.09141565591012846,0.4307457085273473,0.14843375642154294,90d018f6a237ed495212478e8f85547141e0efff8d9279e73863589590b10413
step-150,mediaspeech_phone,493,0.1612342761831955,0.09962851899923914,0.44575717562026546,0.15709239221279964,26a064a854e33aef70bdf6aa854bc3fdba1ec020330782ee3a8cf70f18025b1a
step-150,mediaspeech_g711,493,0.15011467092918201,0.09127019648211968,0.4320661616512614,0.14925838840166264,b01080cfe465a2482f126b80ea2f94effaeb67ba4c0dfe5259a280555c8be793
step-150,cv_scripted,9650,0.22739554442158003,0.10409913129617492,0.25993484175855647,0.12793802274745641,ecb5b1a993550dd3c13ab5c13da2b61adcdd7e2f4762ceb35c7be20a86cd73ec
step-150,fleurs,743,0.07004700624181244,0.021089002740378886,0.2758245177349098,0.060611444748469016,e99978b4e9a467ff9209afaf719d195769550b70e7294766e1ac8190d2b06f19
step-150,cv_spontaneous,11,0.20496894409937888,0.1592356687898089,0.36024844720496896,0.18388429752066116,4dcf85bf177a58632e6ab87de526c005b92109101354b3643182cf6e57f84840
step-150,tsc_exploratory,3484,0.16430491082335696,0.07095643438440123,0.38547520156364523,0.12434876003911448,5f20d6ece501331f242c7fc5807ed62fd89018b843e12cd5ae54567b6b9bd427
step-200,mediaspeech_clean,493,0.14955869066648134,0.09119187217473033,0.4310236986586976,0.14793229102822694,d9275f2b0f6cc39eba373e77edfd2e1f5b24885cfe4cc690961df6016878a796
step-200,mediaspeech_phone,493,0.16151226631454582,0.10005370809649555,0.4456876780874279,0.15748242085204542,2bf3937caabb6bf2c7c53313c28f4656aba7b8d56d9380b63efaee66d17109a4
step-200,mediaspeech_g711,493,0.14990617833066927,0.09082262901132346,0.4322746542497741,0.14896865284108005,f2de864023226db6e9fe88591f0b0414f048293fd13814866bdca40b708f2d25
step-200,cv_scripted,9650,0.22252840654916345,0.10437199149387992,0.25517327796076184,0.12904027207853955,7205611b565f31c3f63f992582226b7a0769538515a8569606bb93d049d2746c
step-200,fleurs,743,0.07520998689989983,0.02549743834147504,0.2790136901057872,0.06529026450137995,c33074f337ee837e21bc0209c291ba85e77c8a346991245b84c8f230c0df9a18
step-200,cv_spontaneous,11,0.19254658385093168,0.15605095541401273,0.34782608695652173,0.18078512396694216,72294f6dd0f477154cc30953b257d09ebad0c489c54f8a4d3b62d4296ebbbf4f
step-200,tsc_exploratory,3484,0.16201441485462986,0.06788926115323576,0.3828793061324212,0.12107319002046563,cf342ee87620c16dc608b532200a66671c5fd6ebde29f33d2e152611e29ef751
